Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2015,MALE,WHITE NON HISPANIC,Christian,46,61
2015,MALE,WHITE NON HISPANIC,Meir,46,61
2015,MALE,WHITE NON HISPANIC,Connor,45,62
2015,MALE,WHITE NON HISPANIC,Caleb,44,63
2015,MALE,WHITE NON HISPANIC,Declan,44,63
2015,MALE,WHITE NON HISPANIC,Eliyahu,44,63
2015,MALE,WHITE NON HISPANIC,Elliot,44,63
2015,MALE,WHITE NON HISPANIC,Zev,44,63
2015,MALE,WHITE NON HISPANIC,Mendel,42,64
2015,MALE,WHITE NON HISPANIC,Mohamed,42,64
2015,MALE,WHITE NON HISPANIC,Peter,42,64
2015,MALE,WHITE NON HISPANIC,Dov,41,65
2015,MALE,WHITE NON HISPANIC,Eliezer,41,65
2015,MALE,WHITE NON HISPANIC,Elijah,41,65
2015,MALE,WHITE NON HISPANIC,Giovanni,41,65
2015,MALE,WHITE NON HISPANIC,Edward,40,66
2015,MALE,WHITE NON HISPANIC,Hunter,40,66
2015,MALE,WHITE NON HISPANIC,Felix,38,67
2015,MALE,WHITE NON HISPANIC,Finn,38,67
2015,MALE,WHITE NON HISPANIC,Jordan,38,67
2015,MALE,WHITE NON HISPANIC,Shmiel,38,67
2015,MALE,WHITE NON HISPANIC,Patrick,37,68
2015,MALE,WHITE NON HISPANIC,Aidan,35,69
2015,MALE,WHITE NON HISPANIC,Amir,35,69
2015,MALE,WHITE NON HISPANIC,Chase,35,69
2015,MALE,WHITE NON HISPANIC,Dovid,35,69
2015,MALE,WHITE NON HISPANIC,Gavin,34,70
2015,MALE,WHITE NON HISPANIC,Grayson,34,70
2015,MALE,WHITE NON HISPANIC,Shaya,34,70
2015,MALE,WHITE NON HISPANIC,Brandon,33,71
2015,MALE,WHITE NON HISPANIC,Judah,33,71
2015,MALE,WHITE NON HISPANIC,Justin,33,71
2015,MALE,WHITE NON HISPANIC,Rafael,33,71
2015,MALE,WHITE NON HISPANIC,Sam,33,71
2015,MALE,WHITE NON HISPANIC,Victor,33,71
2015,MALE,WHITE NON HISPANIC,Cooper,32,72
2015,MALE,WHITE NON HISPANIC,Evan,32,72
2015,MALE,WHITE NON HISPANIC,Joel,32,72
2015,MALE,WHITE NON HISPANIC,Antonio,31,73
2015,MALE,WHITE NON HISPANIC,Aryeh,31,73
2015,MALE,WHITE NON HISPANIC,Colin,31,73
2015,MALE,WHITE NON HISPANIC,Leon,31,73
2015,MALE,WHITE NON HISPANIC,Louis,31,73
2015,MALE,WHITE NON HISPANIC,Naftali,31,73
2015,MALE,WHITE NON HISPANIC,Shulem,31,73
2015,MALE,WHITE NON HISPANIC,Avrohom,30,74
2015,MALE,WHITE NON HISPANIC,Dominic,30,74
2015,MALE,WHITE NON HISPANIC,Jude,30,74
2015,MALE,WHITE NON HISPANIC,Kevin,30,74
2015,MALE,WHITE NON HISPANIC,Leonardo,30,74
2015,MALE,WHITE NON HISPANIC,Matteo,30,74
2015,MALE,WHITE NON HISPANIC,Shia,30,74
2015,MALE,WHITE NON HISPANIC,Arthur,29,75
2015,MALE,WHITE NON HISPANIC,Hershy,29,75
2015,MALE,WHITE NON HISPANIC,Wyatt,29,75
2015,MALE,WHITE NON HISPANIC,Yechiel,29,75
2015,MALE,WHITE NON HISPANIC,Ahmed,28,76
2015,MALE,WHITE NON HISPANIC,Bennett,28,76
2015,MALE,WHITE NON HISPANIC,Jason,28,76
2015,MALE,WHITE NON HISPANIC,Lipa,28,76
2015,MALE,WHITE NON HISPANIC,Maximilian,28,76
2015,MALE,WHITE NON HISPANIC,Milo,28,76
2015,MALE,WHITE NON HISPANIC,Moishe,28,76
2015,MALE,WHITE NON HISPANIC,Moses,28,76
2015,MALE,WHITE NON HISPANIC,Simcha,28,76
2015,MALE,WHITE NON HISPANIC,August,27,77
2015,MALE,WHITE NON HISPANIC,Dean,27,77
2015,MALE,WHITE NON HISPANIC,Sean,27,77
2015,MALE,WHITE NON HISPANIC,Theo,27,77
2015,MALE,WHITE NON HISPANIC,Wesley,27,77
2015,MALE,WHITE NON HISPANIC,Benzion,26,78
2015,MALE,WHITE NON HISPANIC,Blake,26,78
2015,MALE,WHITE NON HISPANIC,Carter,26,78
2015,MALE,WHITE NON HISPANIC,Hershel,26,78
2015,MALE,WHITE NON HISPANIC,Jayden,26,78
2015,MALE,WHITE NON HISPANIC,Parker,26,78
2015,MALE,WHITE NON HISPANIC,Paul,26,78
2015,MALE,WHITE NON HISPANIC,Roman,26,78
2015,MALE,WHITE NON HISPANIC,Shlome,26,78
2015,MALE,WHITE NON HISPANIC,Cole,25,79
2015,MALE,WHITE NON HISPANIC,Frederick,25,79
2015,MALE,WHITE NON HISPANIC,Grant,25,79
2015,MALE,WHITE NON HISPANIC,Hamza,25,79
2015,MALE,WHITE NON HISPANIC,Ivan,25,79
2015,MALE,WHITE NON HISPANIC,Jasper,25,79
2015,MALE,WHITE NON HISPANIC,Mohammed,25,79
2015,MALE,WHITE NON HISPANIC,Nicolas,25,79
2015,MALE,WHITE NON HISPANIC,Salvatore,25,79
2015,MALE,WHITE NON HISPANIC,Steven,25,79
2015,MALE,WHITE NON HISPANIC,Alan,24,80
2015,MALE,WHITE NON HISPANIC,Cameron,24,80
2015,MALE,WHITE NON HISPANIC,Efraim,24,80
2015,MALE,WHITE NON HISPANIC,Israel,24,80
2015,MALE,WHITE NON HISPANIC,Lorenzo,24,80
2015,MALE,WHITE NON HISPANIC,Mendy,24,80
2015,MALE,WHITE NON HISPANIC,Nolan,24,80
2015,MALE,WHITE NON HISPANIC,Ryder,24,80
2015,MALE,WHITE NON HISPANIC,Usher,24,80
2015,MALE,WHITE NON HISPANIC,Alex,23,81
2015,MALE,WHITE NON HISPANIC,Ariel,23,81
2015,MALE,WHITE NON HISPANIC,Kai,23,81
2015,MALE,WHITE NON HISPANIC,Lukas,23,81
2015,MALE,WHITE NON HISPANIC,Noam,23,81
2015,MALE,WHITE NON HISPANIC,Calvin,22,82
2015,MALE,WHITE NON HISPANIC,Elias,22,82
2015,MALE,WHITE NON HISPANIC,Hugo,22,82
2015,MALE,WHITE NON HISPANIC,Mayer,22,82
2015,MALE,WHITE NON HISPANIC,Tristan,22,82
2015,MALE,WHITE NON HISPANIC,Yaseen,22,82
2015,MALE,WHITE NON HISPANIC,Yehoshua,22,82
2015,MALE,WHITE NON HISPANIC,Yusuf,22,82
2015,MALE,WHITE NON HISPANIC,Emmett,21,83
2015,MALE,WHITE NON HISPANIC,Martin,21,83
2015,MALE,WHITE NON HISPANIC,Rayan,21,83
2015,MALE,WHITE NON HISPANIC,Sholom,21,83
2015,MALE,WHITE NON HISPANIC,Spencer,21,83
2015,MALE,WHITE NON HISPANIC,Baruch,20,84
2015,MALE,WHITE NON HISPANIC,Brian,20,84
2015,MALE,WHITE NON HISPANIC,Graham,20,84
2015,MALE,WHITE NON HISPANIC,Lazer,20,84
2015,MALE,WHITE NON HISPANIC,Lev,20,84
2015,MALE,WHITE NON HISPANIC,Muhammad,20,84
2015,MALE,WHITE NON HISPANIC,Nachman,20,84
2015,MALE,WHITE NON HISPANIC,Richard,20,84
2015,MALE,WHITE NON HISPANIC,Elimelech,19,85
2015,MALE,WHITE NON HISPANIC,Eric,19,85
2015,MALE,WHITE NON HISPANIC,Frank,19,85
2015,MALE,WHITE NON HISPANIC,Marc,19,85
2015,MALE,WHITE NON HISPANIC,Maxim,19,85
2015,MALE,WHITE NON HISPANIC,Micah,19,85
2015,MALE,WHITE NON HISPANIC,Morris,19,85
2015,MALE,WHITE NON HISPANIC,Raphael,19,85
2015,MALE,WHITE NON HISPANIC,Rocco,19,85
2015,MALE,WHITE NON HISPANIC,Shloma,19,85
2015,MALE,WHITE NON HISPANIC,Youssef,19,85
2015,MALE,WHITE NON HISPANIC,Albert,18,86
2015,MALE,WHITE NON HISPANIC,Axel,18,86
2015,MALE,WHITE NON HISPANIC,Elliott,18,86
2015,MALE,WHITE NON HISPANIC,Griffin,18,86
2015,MALE,WHITE NON HISPANIC,Jaxon,18,86
2015,MALE,WHITE NON HISPANIC,Lincoln,18,86
2015,MALE,WHITE NON HISPANIC,Luka,18,86
2015,MALE,WHITE NON HISPANIC,Sawyer,18,86
2015,MALE,WHITE NON HISPANIC,Shalom,18,86
2015,MALE,WHITE NON HISPANIC,Shloime,18,86
2015,MALE,WHITE NON HISPANIC,Avi,17,87
2015,MALE,WHITE NON HISPANIC,Ayden,17,87
2015,MALE,WHITE NON HISPANIC,Beckett,17,87
2015,MALE,WHITE NON HISPANIC,Ben,17,87
2015,MALE,WHITE NON HISPANIC,Brody,17,87
2015,MALE,WHITE NON HISPANIC,Charlie,17,87
2015,MALE,WHITE NON HISPANIC,Drew,17,87
2015,MALE,WHITE NON HISPANIC,Harry,17,87
2015,MALE,WHITE NON HISPANIC,Mateo,17,87
2015,MALE,WHITE NON HISPANIC,Naftuli,17,87
2015,MALE,WHITE NON HISPANIC,Ronan,17,87
2015,MALE,WHITE NON HISPANIC,Rowan,17,87
2015,MALE,WHITE NON HISPANIC,Berl,16,88
2015,MALE,WHITE NON HISPANIC,Everett,16,88
2015,MALE,WHITE NON HISPANIC,Gregory,16,88
2015,MALE,WHITE NON HISPANIC,Ian,16,88
2015,MALE,WHITE NON HISPANIC,Jeremy,16,88
2015,MALE,WHITE NON HISPANIC,Phoenix,16,88
2015,MALE,WHITE NON HISPANIC,Pinchas,16,88
2015,MALE,WHITE NON HISPANIC,Shane,16,88
2015,MALE,WHITE NON HISPANIC,Aharon,15,89
2015,MALE,WHITE NON HISPANIC,Akiva,15,89
2015,MALE,WHITE NON HISPANIC,Angelo,15,89
2015,MALE,WHITE NON HISPANIC,Brendan,15,89
2015,MALE,WHITE NON HISPANIC,Cheskel,15,89
2015,MALE,WHITE NON HISPANIC,Francis,15,89
2015,MALE,WHITE NON HISPANIC,Marco,15,89
2015,MALE,WHITE NON HISPANIC,Marcus,15,89
2015,MALE,WHITE NON HISPANIC,Pierce,15,89
2015,MALE,WHITE NON HISPANIC,Wolf,15,89
2015,MALE,WHITE NON HISPANIC,Yoel,15,89
2015,MALE,WHITE NON HISPANIC,Zalmen,15,89
2015,MALE,WHITE NON HISPANIC,Archer,14,90
2015,MALE,WHITE NON HISPANIC,Binyomin,14,90
2015,MALE,WHITE NON HISPANIC,Boruch,14,90
2015,MALE,WHITE NON HISPANIC,Brady,14,90
2015,MALE,WHITE NON HISPANIC,Dominick,14,90
2015,MALE,WHITE NON HISPANIC,Eitan,14,90
2015,MALE,WHITE NON HISPANIC,Ephraim,14,90
2015,MALE,WHITE NON HISPANIC,Ezriel,14,90
2015,MALE,WHITE NON HISPANIC,Ibrahim,14,90
2015,MALE,WHITE NON HISPANIC,Jameson,14,90
2015,MALE,WHITE NON HISPANIC,Jesse,14,90
2015,MALE,WHITE NON HISPANIC,Quinn,14,90
2015,MALE,WHITE NON HISPANIC,Shloimy,14,90
2015,MALE,WHITE NON HISPANIC,Timothy,14,90
2015,MALE,WHITE NON HISPANIC,Avrum,13,91
2015,MALE,WHITE NON HISPANIC,Brooks,13,91
2015,MALE,WHITE NON HISPANIC,Clark,13,91
2015,MALE,WHITE NON HISPANIC,Hersh,13,91
2015,MALE,WHITE NON HISPANIC,Mohammad,13,91
2015,MALE,WHITE NON HISPANIC,Otto,13,91
2015,MALE,WHITE NON HISPANIC,Pinchus,13,91
2015,MALE,WHITE NON HISPANIC,Samir,13,91
2015,MALE,WHITE NON HISPANIC,Selim,13,91
2015,MALE,WHITE NON HISPANIC,Shea,13,91
2015,MALE,WHITE NON HISPANIC,Silas,13,91
2015,MALE,WHITE NON HISPANIC,Yousef,13,91
2015,MALE,WHITE NON HISPANIC,Avery,12,92
2015,MALE,WHITE NON HISPANIC,Bradley,12,92
2015,MALE,WHITE NON HISPANIC,Ellis,12,92
2015,MALE,WHITE NON HISPANIC,Eluzer,12,92
2015,MALE,WHITE NON HISPANIC,Francesco,12,92
2015,MALE,WHITE NON HISPANIC,Greyson,12,92
2015,MALE,WHITE NON HISPANIC,Landon,12,92
2015,MALE,WHITE NON HISPANIC,Maximus,12,92
2015,MALE,WHITE NON HISPANIC,Meshilem,12,92
2015,MALE,WHITE NON HISPANIC,Nico,12,92
2015,MALE,WHITE NON HISPANIC,Peretz,12,92
2015,MALE,WHITE NON HISPANIC,Philip,12,92
2015,MALE,WHITE NON HISPANIC,Reid,12,92
2015,MALE,WHITE NON HISPANIC,Timur,12,92
2015,MALE,WHITE NON HISPANIC,Vincenzo,12,92
2015,MALE,WHITE NON HISPANIC,Xavier,12,92
2015,MALE,WHITE NON HISPANIC,Yisrael,12,92
2015,MALE,WHITE NON HISPANIC,Yossi,12,92
2015,MALE,WHITE NON HISPANIC,Zain,12,92
2015,MALE,WHITE NON HISPANIC,Ahron,11,93
2015,MALE,WHITE NON HISPANIC,Alessandro,11,93
2015,MALE,WHITE NON HISPANIC,Arlo,11,93
2015,MALE,WHITE NON HISPANIC,Austin,11,93
2015,MALE,WHITE NON HISPANIC,Berish,11,93
2015,MALE,WHITE NON HISPANIC,Brayden,11,93
2015,MALE,WHITE NON HISPANIC,Bryan,11,93
2015,MALE,WHITE NON HISPANIC,Crosby,11,93
2015,MALE,WHITE NON HISPANIC,Emmanuel,11,93
2015,MALE,WHITE NON HISPANIC,Gavriel,11,93
2015,MALE,WHITE NON HISPANIC,Karas,11,93
2015,MALE,WHITE NON HISPANIC,Kian,11,93
2015,MALE,WHITE NON HISPANIC,Kyle,11,93
2015,MALE,WHITE NON HISPANIC,Malik,11,93
2015,MALE,WHITE NON HISPANIC,Noach,11,93
2015,MALE,WHITE NON HISPANIC,Oren,11,93
2015,MALE,WHITE NON HISPANIC,Raymond,11,93
2015,MALE,WHITE NON HISPANIC,Reuven,11,93
2015,MALE,WHITE NON HISPANIC,Rory,11,93
2015,MALE,WHITE NON HISPANIC,Walter,11,93
2015,MALE,WHITE NON HISPANIC,Winston,11,93
2015,MALE,WHITE NON HISPANIC,Anton,10,94
2015,MALE,WHITE NON HISPANIC,Bentzion,10,94
2015,MALE,WHITE NON HISPANIC,Colton,10,94
2015,MALE,WHITE NON HISPANIC,Conor,10,94
2015,MALE,WHITE NON HISPANIC,Duvid,10,94
2015,MALE,WHITE NON HISPANIC,Eliot,10,94
2015,MALE,WHITE NON HISPANIC,Isaiah,10,94
2015,MALE,WHITE NON HISPANIC,Jaxson,10,94
2015,MALE,WHITE NON HISPANIC,Josef,10,94
2015,MALE,WHITE NON HISPANIC,Kieran,10,94
2015,MALE,WHITE NON HISPANIC,Menashe,10,94
2015,MALE,WHITE NON HISPANIC,Otis,10,94
2015,MALE,WHITE NON HISPANIC,Rhys,10,94
2015,MALE,WHITE NON HISPANIC,Saul,10,94
2015,MALE,WHITE NON HISPANIC,Seth,10,94
2015,MALE,WHITE NON HISPANIC,Yahya,10,94
2015,FEMALE,WHITE NON HISPANIC,Emma,225,1
2015,FEMALE,WHITE NON HISPANIC,Olivia,225,1
2015,FEMALE,WHITE NON HISPANIC,Leah,220,2
2015,FEMALE,WHITE NON HISPANIC,Sarah,208,3
2015,FEMALE,WHITE NON HISPANIC,Esther,206,4
2015,FEMALE,WHITE NON HISPANIC,Rachel,179,5
2015,FEMALE,WHITE NON HISPANIC,Miriam,177,6
2015,FEMALE,WHITE NON HISPANIC,Charlotte,174,7
2015,FEMALE,WHITE NON HISPANIC,Chaya,158,8
2015,FEMALE,WHITE NON HISPANIC,Ava,137,9
2015,FEMALE,WHITE NON HISPANIC,Chana,136,10
2015,FEMALE,WHITE NON HISPANIC,Mia,129,11
2015,FEMALE,WHITE NON HISPANIC,Emily,128,12
2015,FEMALE,WHITE NON HISPANIC,Rivka,127,13
2015,FEMALE,WHITE NON HISPANIC,Sara,127,13
2015,FEMALE,WHITE NON HISPANIC,Ella,126,14
2015,FEMALE,WHITE NON HISPANIC,Sophia,125,15
2015,FEMALE,WHITE NON HISPANIC,Sofia,119,16
2015,FEMALE,WHITE NON HISPANIC,Abigail,113,17
2015,FEMALE,WHITE NON HISPANIC,Zoe,111,18
2015,FEMALE,WHITE NON HISPANIC,Maya,108,19
2015,FEMALE,WHITE NON HISPANIC,Isabella,103,20
2015,FEMALE,WHITE NON HISPANIC,Alexandra,99,21
2015,FEMALE,WHITE NON HISPANIC,Anna,96,22
2015,FEMALE,WHITE NON HISPANIC,Elizabeth,96,22
2015,FEMALE,WHITE NON HISPANIC,Chloe,94,23
2015,FEMALE,WHITE NON HISPANIC,Amelia,92,24
2015,FEMALE,WHITE NON HISPANIC,Eleanor,91,25
2015,FEMALE,WHITE NON HISPANIC,Grace,91,25
2015,FEMALE,WHITE NON HISPANIC,Lily,84,26
2015,FEMALE,WHITE NON HISPANIC,Gitty,75,27
2015,FEMALE,WHITE NON HISPANIC,Malka,74,28
2015,FEMALE,WHITE NON HISPANIC,Victoria,74,28
2015,FEMALE,WHITE NON HISPANIC,Julia,70,29
2015,FEMALE,WHITE NON HISPANIC,Faigy,68,30
2015,FEMALE,WHITE NON HISPANIC,Hannah,67,31
2015,FEMALE,WHITE NON HISPANIC,Madison,67,31
2015,FEMALE,WHITE NON HISPANIC,Eva,66,32
2015,FEMALE,WHITE NON HISPANIC,Penelope,66,32
2015,FEMALE,WHITE NON HISPANIC,Stella,66,32
2015,FEMALE,WHITE NON HISPANIC,Malky,65,33
2015,FEMALE,WHITE NON HISPANIC,Alice,64,34
2015,FEMALE,WHITE NON HISPANIC,Gabriella,64,34
2015,FEMALE,WHITE NON HISPANIC,Caroline,62,35
2015,FEMALE,WHITE NON HISPANIC,Baila,59,36
2015,FEMALE,WHITE NON HISPANIC,Sienna,59,36
2015,FEMALE,WHITE NON HISPANIC,Madeline,58,37
2015,FEMALE,WHITE NON HISPANIC,Ruby,58,37
2015,FEMALE,WHITE NON HISPANIC,Sophie,58,37
2015,FEMALE,WHITE NON HISPANIC,Raizy,57,38
2015,FEMALE,WHITE NON HISPANIC,Harper,56,39
2015,FEMALE,WHITE NON HISPANIC,Evelyn,55,40
2015,FEMALE,WHITE NON HISPANIC,Rivky,55,40
2015,FEMALE,WHITE NON HISPANIC,Maria,54,41
2015,FEMALE,WHITE NON HISPANIC,Rose,54,41
2015,FEMALE,WHITE NON HISPANIC,Talia,54,41
2015,FEMALE,WHITE NON HISPANIC,Nora,53,42
2015,FEMALE,WHITE NON HISPANIC,Scarlett,53,42
2015,FEMALE,WHITE NON HISPANIC,Avery,52,43
2015,FEMALE,WHITE NON HISPANIC,Layla,51,44
2015,FEMALE,WHITE NON HISPANIC,Mila,51,44
2015,FEMALE,WHITE NON HISPANIC,Katherine,50,45
2015,FEMALE,WHITE NON HISPANIC,Samantha,50,45
2015,FEMALE,WHITE NON HISPANIC,Toby,50,45
2015,FEMALE,WHITE NON HISPANIC,Violet,50,45
2015,FEMALE,WHITE NON HISPANIC,Vivian,49,46
2015,FEMALE,WHITE NON HISPANIC,Emilia,48,47
2015,FEMALE,WHITE NON HISPANIC,Josephine,48,47
2015,FEMALE,WHITE NON HISPANIC,Molly,47,48
2015,FEMALE,WHITE NON HISPANIC,Lucy,46,49
2015,FEMALE,WHITE NON HISPANIC,Riley,46,49
2015,FEMALE,WHITE NON HISPANIC,Clara,45,50
2015,FEMALE,WHITE NON HISPANIC,Gianna,45,50
2015,FEMALE,WHITE NON HISPANIC,Isla,44,51
2015,FEMALE,WHITE NON HISPANIC,Rebecca,44,51
2015,FEMALE,WHITE NON HISPANIC,Natalie,42,52
2015,FEMALE,WHITE NON HISPANIC,Hazel,41,53
2015,FEMALE,WHITE NON HISPANIC,Isabel,41,53
2015,FEMALE,WHITE NON HISPANIC,Margaret,41,53
2015,FEMALE,WHITE NON HISPANIC,Alexa,40,54
2015,FEMALE,WHITE NON HISPANIC,Ariana,40,54
2015,FEMALE,WHITE NON HISPANIC,Dina,40,54
2015,FEMALE,WHITE NON HISPANIC,Eliana,40,54
2015,FEMALE,WHITE NON HISPANIC,Yitty,40,54
2015,FEMALE,WHITE NON HISPANIC,Valentina,39,55
2015,FEMALE,WHITE NON HISPANIC,Amina,37,56
2015,FEMALE,WHITE NON HISPANIC,Claire,37,56
2015,FEMALE,WHITE NON HISPANIC,Lila,37,56
2015,FEMALE,WHITE NON HISPANIC,Naomi,37,56
2015,FEMALE,WHITE NON HISPANIC,Audrey,36,57
2015,FEMALE,WHITE NON HISPANIC,Juliette,36,57
2015,FEMALE,WHITE NON HISPANIC,Nechama,36,57
2015,FEMALE,WHITE NON HISPANIC,Nicole,36,57
2015,FEMALE,WHITE NON HISPANIC,Noa,36,57
2015,FEMALE,WHITE NON HISPANIC,Sury,36,57
2015,FEMALE,WHITE NON HISPANIC,Chany,35,58
2015,FEMALE,WHITE NON HISPANIC,Esty,35,58
2015,FEMALE,WHITE NON HISPANIC,Juliet,35,58
2015,FEMALE,WHITE NON HISPANIC,Kayla,35,58
2015,FEMALE,WHITE NON HISPANIC,Nina,35,58
2015,FEMALE,WHITE NON HISPANIC,Shaindy,35,58
2015,FEMALE,WHITE NON HISPANIC,Aria,34,59
2015,FEMALE,WHITE NON HISPANIC,Lucia,34,59
2015,FEMALE,WHITE NON HISPANIC,Yides,34,59
2015,FEMALE,WHITE NON HISPANIC,Arianna,33,60
2015,FEMALE,WHITE NON HISPANIC,Chava,33,60
2015,FEMALE,WHITE NON HISPANIC,Devorah,33,60
2015,FEMALE,WHITE NON HISPANIC,Pessy,33,60
2015,FEMALE,WHITE NON HISPANIC,Sydney,33,60
2015,FEMALE,WHITE NON HISPANIC,Anastasia,32,61
2015,FEMALE,WHITE NON HISPANIC,Ariella,32,61
2015,FEMALE,WHITE NON HISPANIC,Goldy,32,61
2015,FEMALE,WHITE NON HISPANIC,Isabelle,32,61
2015,FEMALE,WHITE NON HISPANIC,Sadie,32,61
2015,FEMALE,WHITE NON HISPANIC,Sloane,32,61
2015,FEMALE,WHITE NON HISPANIC,Bella,31,62
2015,FEMALE,WHITE NON HISPANIC,Fiona,31,62
2015,FEMALE,WHITE NON HISPANIC,Francesca,31,62
2015,FEMALE,WHITE NON HISPANIC,Hailey,31,62
2015,FEMALE,WHITE NON HISPANIC,Vivienne,31,62
2015,FEMALE,WHITE NON HISPANIC,Adriana,30,63
2015,FEMALE,WHITE NON HISPANIC,Annabelle,30,63
2015,FEMALE,WHITE NON HISPANIC,Catherine,30,63
2015,FEMALE,WHITE NON HISPANIC,Henny,30,63
2015,FEMALE,WHITE NON HISPANIC,Liba,30,63
2015,FEMALE,WHITE NON HISPANIC,Lillian,30,63
2015,FEMALE,WHITE NON HISPANIC,Quinn,30,63
2015,FEMALE,WHITE NON HISPANIC,Willa,30,63
2015,FEMALE,WHITE NON HISPANIC,Zissy,30,63
2015,FEMALE,WHITE NON HISPANIC,Beatrice,29,64
2015,FEMALE,WHITE NON HISPANIC,Bracha,29,64
2015,FEMALE,WHITE NON HISPANIC,Cecilia,29,64
2015,FEMALE,WHITE NON HISPANIC,Dylan,28,65
2015,FEMALE,WHITE NON HISPANIC,Frances,28,65
2015,FEMALE,WHITE NON HISPANIC,Liliana,28,65
2015,FEMALE,WHITE NON HISPANIC,Luna,28,65
2015,FEMALE,WHITE NON HISPANIC,Vera,28,65
2015,FEMALE,WHITE NON HISPANIC,Yocheved,28,65
2015,FEMALE,WHITE NON HISPANIC,Angelina,27,66
2015,FEMALE,WHITE NON HISPANIC,Chavy,27,66
2015,FEMALE,WHITE NON HISPANIC,Cora,27,66
2015,FEMALE,WHITE NON HISPANIC,Giuliana,27,66
2015,FEMALE,WHITE NON HISPANIC,Madeleine,27,66
2015,FEMALE,WHITE NON HISPANIC,Rochel,27,66
2015,FEMALE,WHITE NON HISPANIC,Alyssa,26,67
2015,FEMALE,WHITE NON HISPANIC,Eliza,26,67
2015,FEMALE,WHITE NON HISPANIC,Elle,26,67
2015,FEMALE,WHITE NON HISPANIC,Ellie,26,67
2015,FEMALE,WHITE NON HISPANIC,Juliana,26,67
2015,FEMALE,WHITE NON HISPANIC,Lia,26,67
2015,FEMALE,WHITE NON HISPANIC,Pearl,26,67
2015,FEMALE,WHITE NON HISPANIC,Adele,25,68
2015,FEMALE,WHITE NON HISPANIC,Elise,25,68
2015,FEMALE,WHITE NON HISPANIC,Hindy,25,68
2015,FEMALE,WHITE NON HISPANIC,Julianna,25,68
2015,FEMALE,WHITE NON HISPANIC,Mackenzie,25,68
2015,FEMALE,WHITE NON HISPANIC,Michelle,25,68
2015,FEMALE,WHITE NON HISPANIC,Milana,25,68
2015,FEMALE,WHITE NON HISPANIC,Raizel,25,68
2015,FEMALE,WHITE NON HISPANIC,Blimy,24,69
2015,FEMALE,WHITE NON HISPANIC,Eloise,24,69
2015,FEMALE,WHITE NON HISPANIC,Fraidy,24,69
2015,FEMALE,WHITE NON HISPANIC,Genevieve,24,69
2015,FEMALE,WHITE NON HISPANIC,Hinda,24,69
2015,FEMALE,WHITE NON HISPANIC,Libby,24,69
2015,FEMALE,WHITE NON HISPANIC,Lyla,24,69
2015,FEMALE,WHITE NON HISPANIC,Sabrina,24,69
2015,FEMALE,WHITE NON HISPANIC,Yehudis,24,69
2015,FEMALE,WHITE NON HISPANIC,Adina,23,70
2015,FEMALE,WHITE NON HISPANIC,Aubrey,23,70
2015,FEMALE,WHITE NON HISPANIC,Leila,23,70
2015,FEMALE,WHITE NON HISPANIC,Lola,23,70
2015,FEMALE,WHITE NON HISPANIC,Mary,23,70
2015,FEMALE,WHITE NON HISPANIC,Adeline,22,71
2015,FEMALE,WHITE NON HISPANIC,Aurora,22,71
2015,FEMALE,WHITE NON HISPANIC,Daniella,22,71
2015,FEMALE,WHITE NON HISPANIC,Georgia,22,71
2015,FEMALE,WHITE NON HISPANIC,Reese,22,71
2015,FEMALE,WHITE NON HISPANIC,Amira,21,72
2015,FEMALE,WHITE NON HISPANIC,Ayla,21,72
2015,FEMALE,WHITE NON HISPANIC,Blima,21,72
2015,FEMALE,WHITE NON HISPANIC,Devora,21,72
2015,FEMALE,WHITE NON HISPANIC,Margot,21,72
2015,FEMALE,WHITE NON HISPANIC,Matilda,21,72
2015,FEMALE,WHITE NON HISPANIC,Paige,21,72
2015,FEMALE,WHITE NON HISPANIC,Zoey,21,72
2015,FEMALE,WHITE NON HISPANIC,Addison,20,73
2015,FEMALE,WHITE NON HISPANIC,Batsheva,20,73
2015,FEMALE,WHITE NON HISPANIC,Brianna,20,73
2015,FEMALE,WHITE NON HISPANIC,Gemma,20,73
2015,FEMALE,WHITE NON HISPANIC,Hana,20,73
2015,FEMALE,WHITE NON HISPANIC,Kate,20,73
2015,FEMALE,WHITE NON HISPANIC,Keira,20,73
2015,FEMALE,WHITE NON HISPANIC,Lea,20,73
2015,FEMALE,WHITE NON HISPANIC,Mariam,20,73
2015,FEMALE,WHITE NON HISPANIC,Phoebe,20,73
2015,FEMALE,WHITE NON HISPANIC,Ruchy,20,73
2015,FEMALE,WHITE NON HISPANIC,Siena,20,73
2015,FEMALE,WHITE NON HISPANIC,Sima,20,73
2015,FEMALE,WHITE NON HISPANIC,Brooke,19,74
2015,FEMALE,WHITE NON HISPANIC,Etty,19,74
2015,FEMALE,WHITE NON HISPANIC,Ivy,19,74
2015,FEMALE,WHITE NON HISPANIC,June,19,74
2015,FEMALE,WHITE NON HISPANIC,Lauren,19,74
2015,FEMALE,WHITE NON HISPANIC,Lena,19,74
2015,FEMALE,WHITE NON HISPANIC,Milena,19,74
2015,FEMALE,WHITE NON HISPANIC,Shira,19,74
2015,FEMALE,WHITE NON HISPANIC,Sylvia,19,74
2015,FEMALE,WHITE NON HISPANIC,Tessa,19,74
2015,FEMALE,WHITE NON HISPANIC,Yael,19,74
2015,FEMALE,WHITE NON HISPANIC,Bruchy,18,75
